name,risk_level,latitude,longitude
,1,39,-180
JILIN-01 KUANFU 02B 6,1,-90,155
,1,-23,-180
TIANQI 29,3,-90,53
,1,-16,-180
TIANQI 30,4,-90,-34
,1,2,-180
TIANQI 31,5,-90,-52
,1,76,-180
TIANQI 32,2,-90,160
,1,53,-180
STARLINK-11209 [DTC],4,-90,73
,1,31,-180
STARLINK-11257 [DTC],2,-90,-107
,1,-54,-180
STARLINK-11309 [DTC],1,-90,-154
,1,-79,-180
STARLINK-11292 [DTC],5,-90,-139
,1,16,-180
STARLINK-11302 [DTC],3,-90,-106
,1,47,-180
STARLINK-11277 [DTC],2,-90,63
,1,25,-180
STARLINK-11279 [DTC],5,-90,95
,1,-64,-180
STARLINK-11091 [DTC],4,-90,-127
,1,-56,-180
STARLINK-11291 [DTC],2,-90,-43
,1,24,-180
STARLINK-11304 [DTC],4,-90,120
,1,-25,-180
STARLINK-11307 [DTC],5,-90,141
,1,-64,-180
STARLINK-11298 [DTC],3,-90,-50
,1,13,-180
STARLINK-11310 [DTC],2,-90,-136
,1,42,-180
STARLINK-32386,1,-90,-114
,1,-7,-180
STARLINK-32392,3,-90,12
,1,-37,-180
STARLINK-32436,2,-90,6
,1,-48,-180
STARLINK-32425,2,-90,149
,1,10,-180
STARLINK-32342,3,-90,145
,1,-90,-180
STARLINK-32423,4,-90,153
,1,-4,-180
STARLINK-32248,4,-90,-85
,1,-12,-180
KINEIS-3C,1,-90,26
,1,42,-180
KINEIS-3D,2,-90,49
,1,14,-180
KINEIS-3E,1,-90,57
,1,-2,-180
KINEIS-3A,3,-90,-67
,1,82,-180
KINEIS-3B,1,-90,62
,1,-63,-180
2024-173A,4,-90,130
,1,87,-180
2024-173B,1,-90,-105
,1,87,-180
2024-173C,4,-90,-11
,1,-26,-180
2024-173D,5,-90,53
,1,16,-180
2024-173E,2,-90,-89
,1,16,-180
2024-173F,1,-90,43
,1,-50,-180
2024-173G,3,-90,-123
,1,80,-180
2024-174A,2,-90,123
,1,6,-180
2024-174B,5,-90,164
,1,-64,-180
2024-174C,1,-90,26
,1,-87,-180
2024-174D,3,-90,-16
,1,-41,-180
2024-174E,5,-90,-110
,1,30,-180
STARLINK-11300 [DTC],2,-90,73
,1,-18,-180
STARLINK-11276 [DTC],5,-90,-138
,1,25,-180
STARLINK-11280 [DTC],5,-90,63
,1,51,-180
STARLINK-11308 [DTC],1,-90,177
,1,-70,-180
STARLINK-11305 [DTC],1,-90,-24
,1,-67,-180
STARLINK-11317 [DTC],3,-90,4
,1,-45,-180
STARLINK-11293 [DTC],3,-90,-65
,1,-46,-180
STARLINK-11334 [DTC],5,-90,-137
,1,-80,-180
STARLINK-11319 [DTC],5,-90,80
,1,-88,-180
STARLINK-11318 [DTC],4,-90,122
,1,70,-180
STARLINK-11311 [DTC],5,-90,-79
,1,-52,-180
STARLINK-11306 [DTC],5,-90,-132
,1,-15,-180
STARLINK-11313 [DTC],1,-90,56
,1,12,-180
STARLINK-32431,1,-90,150
,1,72,-180
STARLINK-32432,4,-90,155
,1,71,-180
STARLINK-32382,3,-90,5
,1,-17,-180
STARLINK-32435,5,-90,-63
,1,-65,-180
STARLINK-32474,1,-90,133
,1,34,-180
STARLINK-32447,4,-90,5
,1,-81,-180
STARLINK-32446,1,-90,136
,1,20,-180
HULIANWAN GAOGUI-03 (H*),4,-90,-127
,1,-8,-180
STARLINK-32174,4,-90,-29
,1,21,-180
STARLINK-32139,1,-90,-173
,1,64,-180
STARLINK-32140,1,-90,-177
,1,-33,-180
STARLINK-32201,4,-90,63
,1,30,-180
STARLINK-32030,2,-90,-177
,1,-84,-180
STARLINK-31837,1,-90,-69
,1,61,-180
STARLINK-32136,1,-90,119
,1,6,-180
STARLINK-32047,4,-90,89
,1,-16,-180
STARLINK-31756,5,-90,-144
,1,6,-180
STARLINK-32172,2,-90,-109
,1,-31,-180
STARLINK-32338,4,-90,-130
,1,69,-180
STARLINK-32306,3,-90,-98
,1,-30,-180
STARLINK-32297,3,-90,23
,1,-31,-180
STARLINK-32260,5,-90,-64
,1,15,-180
STARLINK-32305,1,-90,-129
,1,52,-180
STARLINK-32296,1,-90,64
,1,-23,-180
STARLINK-32298,4,-90,122
,1,65,-180
STARLINK-32293,1,-90,95
,1,-53,-180
STARLINK-32313,1,-90,-6
,1,9,-180
STARLINK-32319,5,-90,-62
,1,-28,-180
STARLINK-32351,5,-90,152
,1,-54,-180
STARLINK-32261,5,-90,-153
,1,-69,-180
STARLINK-32358,3,-90,21
,1,-79,-180
STARLINK-11354 [DTC],3,-90,-7
,1,72,-180
STARLINK-11323 [DTC],3,-90,32
,1,41,-180
STARLINK-11338 [DTC],4,-90,-92
,1,-52,-180
STARLINK-11362 [DTC],2,-90,-69
,1,12,-180
STARLINK-11295 [DTC],2,-90,60
,1,-84,-180
STARLINK-11331 [DTC],1,-90,-71
,1,12,-180
STARLINK-11325 [DTC],4,-90,-63
,1,89,-180
STARLINK-11332 [DTC],2,-90,66
,1,87,-180
STARLINK-11350 [DTC],1,-90,136
,1,15,-180
STARLINK-11357 [DTC],1,-90,179
,1,86,-180
STARLINK-11322 [DTC],2,-90,163
,1,-73,-180
STARLINK-11364 [DTC],3,-90,141
,1,-27,-180
STARLINK-11349 [DTC],3,-90,-18
,1,64,-180
STARLINK-32406,5,-90,100
,1,-20,-180
STARLINK-32445,5,-90,-65
,1,-62,-180
STARLINK-32411,4,-90,8
,1,-71,-180
STARLINK-32424,4,-90,-82
,1,-16,-180
STARLINK-32389,5,-90,154
,1,7,-180
STARLINK-32476,3,-90,-33
,1,-20,-180
STARLINK-32366,4,-90,85
,1,9,-180
QIANFAN-19,1,-90,93
,1,-59,-180
QIANFAN-20,3,-90,104
,1,83,-180
QIANFAN-21,3,-90,118
,1,-65,-180
QIANFAN-22,4,-90,-173
,1,-22,-180
QIANFAN-23,1,-90,127
,1,-79,-180
QIANFAN-24,3,-90,21
,1,41,-180
QIANFAN-25,1,-90,-90
,1,23,-180
QIANFAN-26,4,-90,-102
,1,46,-180
QIANFAN-27,3,-90,-115
,1,-56,-180
QIANFAN-28,2,-90,-129
,1,-19,-180
QIANFAN-29,5,-90,21
,1,-10,-180
QIANFAN-30,2,-90,-28
,1,44,-180
QIANFAN-31,1,-90,27
,1,56,-180
QIANFAN-32,5,-90,97
,1,32,-180
QIANFAN-33,3,-90,-58
,1,78,-180
QIANFAN-34,1,-90,-65
,1,75,-180
QIANFAN-35,3,-90,22
,1,46,-180
QIANFAN-36,4,-90,112
,1,54,-180
GAOFEN-12 05,2,-90,-13
,1,-61,-180
STARLINK-11356 [DTC],1,-90,152
,1,84,-180
STARLINK-11376 [DTC],4,-90,-148
,1,-31,-180
STARLINK-11372 [DTC],2,-90,-89
,1,24,-180
STARLINK-11375 [DTC],3,-90,-68
,1,-10,-180
STARLINK-11285 [DTC],1,-90,-133
,1,38,-180
STARLINK-11275 [DTC],1,-90,11
,1,-30,-180
STARLINK-11342 [DTC],2,-90,-106
,1,23,-180
STARLINK-11374 [DTC],3,-90,10
,1,-83,-180
STARLINK-11373 [DTC],1,-90,-57
,1,-56,-180
STARLINK-11368 [DTC],1,-90,-135
,1,64,-180
STARLINK-11370 [DTC],1,-90,-59
,1,2,-180
STARLINK-11361 [DTC],5,-90,136
,1,11,-180
STARLINK-11360 [DTC],2,-90,-113
,1,16,-180
STARLINK-32353,3,-90,-153
,1,72,-180
STARLINK-32325,3,-90,-78
,1,-11,-180
STARLINK-32416,3,-90,-166
,1,15,-180
STARLINK-32413,3,-90,-118
,1,15,-180
STARLINK-32409,4,-90,-175
,1,-88,-180
STARLINK-32422,3,-90,-74
,1,58,-180
STARLINK-32397,2,-90,151
,1,85,-180
ONEWEB-0015,2,-90,64
,1,-44,-180
ONEWEB-0687,1,-90,-91
,1,12,-180
ONEWEB-0688,3,-90,89
,1,-42,-180
ONEWEB-0689,5,-90,131
,1,59,-180
ONEWEB-0690,5,-90,-15
,1,11,-180
ONEWEB-0691,3,-90,-104
,1,-23,-180
ONEWEB-0692,1,-90,106
,1,-30,-180
ONEWEB-0693,4,-90,97
,1,75,-180
ONEWEB-0695,4,-90,-27
,1,-17,-180
ONEWEB-0697,3,-90,-90
,1,61,-180
ONEWEB-0698,5,-90,-156
,1,-25,-180
ONEWEB-0699,3,-90,91
,1,-90,-180
ONEWEB-0700,5,-90,-18
,1,44,-180
ONEWEB-0701,4,-90,-98
,1,25,-180
ONEWEB-0702,3,-90,65
,1,28,-180
ONEWEB-0704,2,-90,7
,1,34,-180
ONEWEB-0705,2,-90,-109
,1,-8,-180
ONEWEB-0706,1,-90,-174
,1,69,-180
ONEWEB-0707,3,-90,111
,1,-55,-180
ONEWEB-0708,5,-90,83
,1,84,-180
2024-189A,5,-90,-141
,1,43,-180
STARLINK-32302,2,-90,36
,1,-8,-180
STARLINK-32364,4,-90,-18
,1,-43,-180
STARLINK-32331,3,-90,-174
,1,14,-180
STARLINK-32398,1,-90,-53
,1,23,-180
STARLINK-32365,2,-90,137
,1,-20,-180
STARLINK-32333,1,-90,-93
,1,84,-180
STARLINK-32399,4,-90,2
,1,-86,-180
STARLINK-32421,3,-90,78
,1,-56,-180
STARLINK-32403,3,-90,57
,1,71,-180
STARLINK-32390,5,-90,-87
,1,-53,-180
STARLINK-32348,1,-90,121
,1,26,-180
STARLINK-32455,5,-90,-22
,1,22,-180
STARLINK-32396,4,-90,-72
,1,-81,-180
STARLINK-32355,1,-90,-162
,1,15,-180
STARLINK-32370,5,-90,-4
,1,-16,-180
STARLINK-32405,5,-90,109
,1,14,-180
STARLINK-32419,4,-90,-102
,1,-25,-180
STARLINK-32320,3,-90,-90
,1,-78,-180
STARLINK-32341,4,-90,-4
,1,58,-180
STARLINK-32339,1,-90,147
,1,9,-180
STARLINK-32327,5,-90,152
,1,-12,-180
STARLINK-32264,5,-90,-173
,1,23,-180
STARLINK-32337,2,-90,-128
,1,-1,-180
STARLINK-32238,3,-90,-143
,1,60,-180
STARLINK-32310,1,-90,-143
,1,-82,-180
STARLINK-32308,1,-90,-49
,1,31,-180
STARLINK-32301,4,-90,-69
,1,-32,-180
STARLINK-32439,2,-90,54
,1,57,-180
STARLINK-32428,1,-90,-104
,1,-55,-180
STARLINK-32414,3,-90,109
,1,56,-180
STARLINK-32441,1,-90,0
,1,-45,-180
STARLINK-32400,3,-90,-107
,1,74,-180
STARLINK-32449,4,-90,10
,1,2,-180
STARLINK-32453,1,-90,-85
,1,-86,-180
STARLINK-32443,3,-90,-159
,1,-11,-180
STARLINK-32417,3,-90,100
,1,-83,-180
STARLINK-32326,3,-90,-37
,1,-55,-180
STARLINK-32294,1,-90,-173
,1,-88,-180
STARLINK-32309,4,-90,67
,1,-17,-180
STARLINK-32323,2,-90,46
,1,68,-180
STARLINK-32363,5,-90,-130
,1,46,-180
STARLINK-32395,2,-90,-167
,1,-83,-180
STARLINK-32412,3,-90,22
,1,46,-180
STARLINK-32426,5,-90,-50
,1,-8,-180
STARLINK-32429,3,-90,-137
,1,-32,-180
STARLINK-11335 [DTC],3,-90,67
,1,21,-180
STARLINK-11344 [DTC],4,-90,-132
,1,-40,-180
STARLINK-11312 [DTC],2,-90,-42
,1,-36,-180
STARLINK-11340 [DTC],4,-90,-178
,1,66,-180
STARLINK-11339 [DTC],1,-90,24
,1,-67,-180
STARLINK-11315 [DTC],4,-90,-164
,1,75,-180
STARLINK-11366 [DTC],5,-90,-107
,1,-59,-180
STARLINK-11348 [DTC],2,-90,173
,1,42,-180
STARLINK-11327 [DTC],2,-90,-113
,1,-49,-180
STARLINK-11341 [DTC],4,-90,72
,1,27,-180
STARLINK-11346 [DTC],3,-90,114
,1,-35,-180
STARLINK-11336 [DTC],4,-90,18
,1,-59,-180
STARLINK-11296 [DTC],5,-90,102
,1,-4,-180
STARLINK-32349,3,-90,101
,1,-20,-180
STARLINK-32461,2,-90,86
,1,78,-180
STARLINK-32299,1,-90,-68
,1,-52,-180
STARLINK-32335,5,-90,-140
,1,5,-180
STARLINK-32387,4,-90,-140
,1,41,-180
STARLINK-32515,2,-90,-169
,1,-52,-180
STARLINK-32533,5,-90,80
,1,27,-180
STARLINK-32376,3,-90,-54
,1,-86,-180
STARLINK-32402,1,-90,-131
,1,53,-180
STARLINK-32314,4,-90,3
,1,25,-180
STARLINK-32404,5,-90,35
,1,37,-180
STARLINK-32312,3,-90,95
,1,-31,-180
STARLINK-32343,1,-90,-49
,1,82,-180
STARLINK-32467,1,-90,-164
,1,78,-180
STARLINK-32440,1,-90,-33
,1,-60,-180
STARLINK-32459,2,-90,19
,1,-63,-180
STARLINK-32465,4,-90,-47
,1,87,-180
STARLINK-32457,2,-90,13
,1,-73,-180
STARLINK-32591,1,-90,-111
,1,-61,-180
STARLINK-32344,2,-90,-68
,1,10,-180
STARLINK-32322,4,-90,35
,1,-41,-180
STARLINK-32469,4,-90,157
,1,-26,-180
STARLINK-32438,5,-90,-30
,1,-4,-180
STARLINK-32540,3,-90,33
,1,-41,-180
STARLINK-32528,5,-90,179
,1,45,-180
STARLINK-32573,5,-90,169
,1,-7,-180
STARLINK-32478,2,-90,164
,1,-16,-180
STARLINK-32511,2,-90,-134
,1,-2,-180
STARLINK-32475,4,-90,-90
,1,-59,-180
STARLINK-32442,5,-90,-122
,1,-55,-180
COSMOS 2579,1,-90,-13
,1,57,-180
DSN-3 (KIRAMEKI-3),3,-90,50
,1,-77,-180
IONOSFERA-M 1,3,-90,173
,1,-20,-180
IONOSFERA-M 2,1,-90,43
,1,52,-180
SITRO-AIS 16,1,-90,170
,1,-9,-180
SITRO-AIS 15,2,-90,-115
,1,30,-180
SITRO-AIS 21,3,-90,-176
,1,-28,-180
SITRO-AIS 22,2,-90,96
,1,-36,-180
SITRO-AIS 24,2,-90,-10
,1,46,-180
SITRO-AIS 23,2,-90,43
,1,-2,-180
SITRO-AIS 13,4,-90,-175
,1,-35,-180
2024-199K,3,-90,118
,1,10,-180
POLYTECH UNIVERSE-5,3,-90,-23
,1,61,-180
COLIBRI-S (RS67S),4,-90,25
,1,-25,-180
POLYTECH UNIVERSE-4,5,-90,-165
,1,-62,-180
SITRO-AIS 44,1,-90,139
,1,9,-180
VIZARD-ION (RS68S),3,-90,-25
,1,-11,-180
2024-199R,5,-90,99
,1,68,-180
2024-199S,2,-90,-56
,1,83,-180
SITRO-AIS 14,2,-90,21
,1,66,-180
HORS 3 (RS81S),1,-90,-17
,1,-23,-180
HORS 4 (RS82S),5,-90,-89
,1,-16,-180
SITRO-AIS 43,4,-90,108
,1,21,-180
SITRO-AIS 42,1,-90,-53
,1,-26,-180
HORIZON (RS59S),4,-90,-138
,1,-48,-180
SITRO-AIS 20,4,-90,166
,1,-84,-180
SITRO-AIS 19,1,-90,-160
,1,-22,-180
SITRO-AIS 41,2,-90,-89
,1,-61,-180
2024-199AC,4,-90,24
,1,-90,-180
ARCTICSAT 1 (RS74S),3,-90,-132
,1,29,-180
SIT-HSE,3,-90,34
,1,59,-180
SIT-2086,2,-90,145
,1,-17,-180
MORDOVIA-IOT (RS50S),5,-90,130
,1,76,-180
RUZAEVKA 390 (RS44S),3,-90,69
,1,-74,-180
NOKHCHO,4,-90,-114
,1,17,-180
2024-199AK,3,-90,-60
,1,-83,-180
KOSAR,2,-90,41
,1,-63,-180
SITRO-AIS 48,2,-90,-21
,1,24,-180
HYPERVIEW 1G (RS66S),3,-90,-133
,1,45,-180
SITRO-AIS 47,4,-90,94
,1,54,-180
SITRO-AIS 46,1,-90,-146
,1,-45,-180
2024-199AS,4,-90,44
,1,53,-180
SITRO-AIS 40,4,-90,52
,1,89,-180
2024-199AU,1,-90,131
,1,38,-180
SITRO-AIS 39,3,-90,115
,1,37,-180
ALTAIR (RS65S),4,-90,16
,1,-87,-180
SITRO-AIS 37,3,-90,-121
,1,-24,-180
ASRTU-1 (AO-123),3,-90,-93
,1,74,-180
TUSUR GO (RS78S),3,-90,-53
,1,71,-180
ZIMSAT-2,2,-90,-177
,1,37,-180
SAMSAT-IONOSPHERE (RS7*),2,-90,-94
,1,-61,-180
RTU MIREA 1 (RS51S),5,-90,157
,1,74,-180
SITRO-AIS 38,3,-90,16
,1,-18,-180
2024-199BE,2,-90,-163
,1,-89,-180
SITRO-AIS 45,2,-90,-128
,1,-7,-180
SITRO-AIS 17,1,-90,-159
,1,-74,-180
SITRO-AIS 18,1,-90,-41
,1,43,-180
PROTOSAT-1,1,-90,175
,1,-85,-180
STARLINK-32362,4,-90,1
,1,-58,-180
STARLINK-32472,3,-90,-33
,1,-72,-180
STARLINK-32352,3,-90,119
,1,14,-180
STARLINK-32427,2,-90,-161
,1,30,-180
STARLINK-32346,5,-90,170
,1,65,-180
STARLINK-32330,3,-90,124
,1,80,-180
STARLINK-32379,2,-90,64
,1,59,-180
STARLINK-32433,3,-90,-68
,1,43,-180
STARLINK-32394,2,-90,-84
,1,39,-180
STARLINK-32486,3,-90,-22
,1,70,-180
STARLINK-32391,3,-90,-22
,1,-62,-180
STARLINK-32483,5,-90,-168
,1,-72,-180
STARLINK-32451,1,-90,-61
,1,57,-180
STARLINK-32556,5,-90,-149
,1,66,-180
STARLINK-32466,1,-90,20
,1,-80,-180
STARLINK-32316,2,-90,-130
,1,-30,-180
STARLINK-32415,4,-90,38
,1,31,-180
STARLINK-32393,5,-90,33
,1,24,-180
STARLINK-32324,1,-90,117
,1,81,-180
STARLINK-32318,2,-90,-7
,1,-56,-180
STARLINK-32401,2,-90,-72
,1,62,-180
STARLINK-32588,5,-90,-104
,1,-15,-180
STARLINK-32569,4,-90,-86
,1,34,-180
2024-203A,1,-90,-79
,1,-2,-180
2024-203B,2,-90,-156
,1,16,-180
2024-203C,1,-90,76
,1,45,-180
2024-203D,5,-90,4
,1,0,-180
STARLINK-11402 [DTC],4,-90,-50
,1,-75,-180
STARLINK-11316 [DTC],1,-90,171
,1,-20,-180
STARLINK-11401 [DTC],1,-90,142
,1,15,-180
STARLINK-11321 [DTC],2,-90,-159
,1,-24,-180
STARLINK-11314 [DTC],2,-90,55
,1,-87,-180
STARLINK-11324 [DTC],5,-90,126
,1,-51,-180
STARLINK-11328 [DTC],2,-90,-45
,1,-13,-180
STARLINK-11329 [DTC],1,-90,0
,1,51,-180
STARLINK-11398 [DTC],4,-90,71
,1,-77,-180
STARLINK-11383 [DTC],5,-90,-41
,1,30,-180
STARLINK-11359 [DTC],2,-90,-9
,1,24,-180
STARLINK-11301 [DTC],2,-90,144
,1,11,-180
STARLINK-11351 [DTC],2,-90,80
,1,-9,-180
STARLINK-32410,4,-90,-131
,1,39,-180
STARLINK-32377,3,-90,154
,1,62,-180
STARLINK-32292,1,-90,-3
,1,-4,-180
STARLINK-32501,3,-90,-72
,1,79,-180
STARLINK-32383,5,-90,-115
,1,89,-180
STARLINK-32239,5,-90,-50
,1,4,-180
STARLINK-32489,1,-90,-95
,1,58,-180
2024-205A,3,-90,-110
,1,55,-180
2024-205B,3,-90,63
,1,-58,-180
2024-205C,4,-90,119
,1,-7,-180
2024-205D,1,-90,-146
,1,-72,-180
2024-205E,5,-90,-7
,1,72,-180
2024-205F,5,-90,115
,1,78,-180
2024-205G,1,-90,113
,1,-75,-180
2024-205H,2,-90,-174
,1,86,-180
2024-205J,3,-90,135
,1,18,-180
2024-205K,4,-90,148
,1,69,-180
2024-205L,3,-90,-49
,1,-72,-180
2024-205M,5,-90,-21
,1,-62,-180
2024-205N,5,-90,-119
,1,36,-180
2024-205P,4,-90,121
,1,-33,-180
2024-205Q,2,-90,-47
,1,-60,-180
KOREASAT 6A,5,-90,-99
,1,-28,-180
STARLINK-32303,3,-90,73
,1,-10,-180
STARLINK-32434,2,-90,61
,1,-56,-180
STARLINK-32460,5,-90,131
,1,-21,-180
STARLINK-32559,1,-90,-142
,1,2,-180
STARLINK-32541,2,-90,-175
,1,-10,-180
STARLINK-32544,1,-90,112
,1,-82,-180
STARLINK-32555,3,-90,115
,1,25,-180
STARLINK-32547,2,-90,-99
,1,15,-180
STARLINK-32616,4,-90,-118
,1,-54,-180
STARLINK-32605,1,-90,56
,1,21,-180
STARLINK-32579,1,-90,155
,1,65,-180
STARLINK-32537,5,-90,-8
,1,8,-180
STARLINK-32564,3,-90,150
,1,87,-180
STARLINK-32536,4,-90,-180
,1,61,-180
STARLINK-32624,2,-90,-142
,1,1,-180
STARLINK-32622,2,-90,108
,1,89,-180
STARLINK-32620,3,-90,-61
,1,-23,-180
STARLINK-32609,4,-90,125
,1,81,-180
STARLINK-32567,4,-90,-54
,1,-49,-180
STARLINK-32420,4,-90,106
,1,21,-180
STARLINK-32354,2,-90,-37
,1,20,-180
STARLINK-32361,2,-90,95
,1,-2,-180
STARLINK-32500,1,-90,60
,1,14,-180
HAIYANG 4-01,1,-90,92
,1,76,-180
STARLINK-11407 [DTC],1,-90,64
,1,51,-180
STARLINK-11337 [DTC],3,-90,63
,1,63,-180
STARLINK-11353 [DTC],2,-90,45
,1,-47,-180
STARLINK-11320 [DTC],1,-90,-66
,1,-22,-180
STARLINK-11425 [DTC],1,-90,55
,1,89,-180
STARLINK-11422 [DTC],1,-90,48
,1,60,-180
STARLINK-11421 [DTC],5,-90,-163
,1,88,-180
STARLINK-11410 [DTC],4,-90,3
,1,32,-180
STARLINK-11390 [DTC],5,-90,-141
,1,-16,-180
STARLINK-11414 [DTC],2,-90,-82
,1,-58,-180
STARLINK-11424 [DTC],4,-90,-84
,1,56,-180
STARLINK-11423 [DTC],5,-90,169
,1,75,-180
STARLINK-11395 [DTC],5,-90,87
,1,46,-180
STARLINK-32572,3,-90,-116
,1,-44,-180
STARLINK-32585,3,-90,-134
,1,73,-180
STARLINK-32574,1,-90,-27
,1,-79,-180
STARLINK-32583,4,-90,-49
,1,-89,-180
STARLINK-32273,3,-90,-40
,1,47,-180
STARLINK-32359,1,-90,115
,1,51,-180
STARLINK-32566,5,-90,172
,1,-22,-180
STARLINK-32499,3,-90,-33
,1,-23,-180
STARLINK-32372,2,-90,-2
,1,86,-180
STARLINK-32452,2,-90,24
,1,0,-180
STARLINK-32458,4,-90,111
,1,37,-180
STARLINK-32487,4,-90,115
,1,21,-180
STARLINK-32513,1,-90,137
,1,-1,-180
STARLINK-32514,4,-90,-60
,1,83,-180
STARLINK-32498,5,-90,14
,1,-84,-180
STARLINK-32518,3,-90,105
,1,-15,-180
STARLINK-32471,2,-90,41
,1,64,-180
STARLINK-32450,5,-90,-90
,1,5,-180
STARLINK-32613,4,-90,44
,1,14,-180
STARLINK-32610,2,-90,33
,1,-70,-180
STARLINK-32612,4,-90,-61
,1,-62,-180
STARLINK-32601,2,-90,-161
,1,4,-180
STARLINK-32593,3,-90,-124
,1,-89,-180
STARLINK-32586,4,-90,-32
,1,-43,-180
STARLINK-32611,4,-90,-177
,1,-71,-180
STARLINK-32607,4,-90,41
,1,-15,-180
STARLINK-32606,3,-90,175
,1,-72,-180
STARLINK-32578,4,-90,-64
,1,14,-180
STARLINK-32517,5,-90,-102
,1,-76,-180
STARLINK-32522,3,-90,-132
,1,6,-180
STARLINK-32560,3,-90,15
,1,3,-180
TIANZHOU-8,2,-90,-107
,1,-9,-180
OPTUS-X (ADS-01),4,-90,19
,1,-10,-180
STARLINK-11433 [DTC],2,-90,-103
,1,11,-180
STARLINK-11262 [DTC],2,-90,-157
,1,-88,-180
STARLINK-11326 [DTC],5,-90,137
,1,-12,-180
STARLINK-11330 [DTC],4,-90,-177
,1,-39,-180
STARLINK-11363 [DTC],2,-90,59
,1,10,-180
STARLINK-11377 [DTC],1,-90,-90
,1,38,-180
STARLINK-11385 [DTC],4,-90,-144
,1,43,-180
STARLINK-11396 [DTC],5,-90,-16
,1,-39,-180
STARLINK-11393 [DTC],3,-90,57
,1,-26,-180
STARLINK-11343 [DTC],2,-90,34
,1,30,-180
STARLINK-11411 [DTC],3,-90,-146
,1,-64,-180
STARLINK-11404 [DTC],1,-90,-92
,1,-45,-180
STARLINK-11378 [DTC],2,-90,61
,1,-23,-180
STARLINK-32520,3,-90,-163
,1,-54,-180
STARLINK-32539,1,-90,132
,1,-38,-180
STARLINK-32334,2,-90,57
,1,-69,-180
STARLINK-32504,5,-90,-24
,1,49,-180
STARLINK-32493,4,-90,0
,1,20,-180
STARLINK-32561,1,-90,111
,1,-11,-180
STARLINK-32512,4,-90,-129
,1,-33,-180
GSAT-N2 (GSAT-20),1,-90,0
,1,54,-180
PROGRESS-MS 29,4,-90,-139
,1,89,-180
STARLINK-32637,3,-90,27
,1,-13,-180
STARLINK-32582,2,-90,-45
,1,86,-180
STARLINK-32615,3,-90,41
,1,-1,-180
STARLINK-32592,1,-90,-52
,1,-40,-180
STARLINK-32225,4,-90,-64
,1,-56,-180
STARLINK-32595,2,-90,-130
,1,-75,-180
STARLINK-32477,2,-90,-75
,1,7,-180
STARLINK-32480,1,-90,-63
,1,-73,-180
STARLINK-32510,4,-90,-2
,1,-59,-180
STARLINK-32456,4,-90,-15
,1,44,-180
STARLINK-32509,1,-90,88
,1,-72,-180
STARLINK-32491,3,-90,16
,1,33,-180
STARLINK-32577,5,-90,-178
,1,78,-180
STARLINK-32618,3,-90,-47
,1,-28,-180
STARLINK-32598,3,-90,74
,1,-15,-180
STARLINK-32630,3,-90,6
,1,-30,-180
STARLINK-32599,4,-90,-132
,1,-36,-180
STARLINK-32473,3,-90,94
,1,-17,-180
STARLINK-32492,3,-90,-112
,1,18,-180
STARLINK-32496,4,-90,63
,1,63,-180
STARLINK-32495,1,-90,86
,1,-36,-180
STARLINK-32494,1,-90,114
,1,78,-180
STARLINK-32408,1,-90,178
,1,-16,-180
STARLINK-32571,4,-90,119
,1,46,-180
STARLINK-11465 [DTC],2,-90,57
,1,-20,-180
STARLINK-11426 [DTC],5,-90,101
,1,59,-180
STARLINK-11454 [DTC],2,-90,-166
,1,40,-180
STARLINK-11473 [DTC],1,-90,-87
,1,-11,-180
STARLINK-11429 [DTC],5,-90,-9
,1,13,-180
STARLINK-11470 [DTC],3,-90,-26
,1,30,-180
STARLINK-11427 [DTC],1,-90,-105
,1,-64,-180
STARLINK-11456 [DTC],4,-90,-19
,1,-49,-180
STARLINK-11474 [DTC],2,-90,-136
,1,81,-180
STARLINK-11463 [DTC],1,-90,80
,1,-3,-180
STARLINK-11472 [DTC],1,-90,-21
,1,19,-180
STARLINK-11467 [DTC],1,-90,53
,1,50,-180
STARLINK-11460 [DTC],2,-90,-60
,1,21,-180
STARLINK-32604,5,-90,-41
,1,37,-180
STARLINK-32553,4,-90,-38
,1,-10,-180
STARLINK-32603,2,-90,120
,1,24,-180
STARLINK-32444,5,-90,-107
,1,8,-180
STARLINK-32619,1,-90,169
,1,13,-180
STARLINK-32580,5,-90,153
,1,-9,-180
STARLINK-32617,1,-90,-64
,1,43,-180
SZ-18 MODULE,5,-90,-56
,1,-14,-180
SUPERVIEW NEO-2 03,3,-90,112
,1,20,-180
SUPERVIEW NEO-2 04,3,-90,-34
,1,3,-180
KINEIS-5C,2,-90,126
,1,46,-180
KINEIS-5D,1,-90,-180
,1,4,-180
KINEIS-5E,4,-90,101
,1,76,-180
KINEIS-5A,5,-90,28
,1,-27,-180
KINEIS-5B,1,-90,171
,1,63,-180
STARLINK-11384 [DTC],1,-90,168
,1,-33,-180
STARLINK-11379 [DTC],1,-90,138
,1,3,-180
STARLINK-11387 [DTC],2,-90,89
,1,-28,-180
STARLINK-11389 [DTC],1,-90,88
,1,71,-180
STARLINK-11388 [DTC],4,-90,70
,1,-6,-180
STARLINK-11345 [DTC],1,-90,-72
,1,-31,-180
STARLINK-11381 [DTC],4,-90,-52
,1,86,-180
STARLINK-11369 [DTC],4,-90,-122
,1,84,-180
STARLINK-11303 [DTC],1,-90,-117
,1,38,-180
STARLINK-11367 [DTC],4,-90,-33
