name,risk_level,latitude,longitude
STARLINK-32807,4,-90,161
,1,59,-180
STARLINK-32804,1,-90,151
,1,33,-180
STARLINK-32799,2,-90,155
,1,-3,-180
STARLINK-32781,4,-90,125
,1,-12,-180
STARLINK-32809,2,-90,-113
,1,-66,-180
NVS-02 (IRNSS-1K),1,-90,-64
,1,-36,-180
SPAINSAT NG I,2,-90,-44
,1,21,-180
STARLINK-32868,3,-90,108
,1,64,-180
STARLINK-32867,1,-90,15
,1,-86,-180
STARLINK-32860,4,-90,23
,1,83,-180
STARLINK-32873,3,-90,-161
,1,-36,-180
STARLINK-32866,2,-90,158
,1,58,-180
STARLINK-32869,5,-90,-4
,1,-39,-180
STARLINK-32831,4,-90,12
,1,21,-180
STARLINK-32859,1,-90,159
,1,68,-180
STARLINK-32864,5,-90,-118
,1,11,-180
STARLINK-32808,2,-90,-48
,1,-8,-180
STARLINK-32862,1,-90,134
,1,25,-180
STARLINK-32841,3,-90,79
,1,-35,-180
STARLINK-32695,2,-90,-59
,1,1,-180
STARLINK-32846,3,-90,-81
,1,29,-180
STARLINK-32822,3,-90,-156
,1,85,-180
STARLINK-32813,2,-90,-133
,1,78,-180
STARLINK-32861,5,-90,-131
,1,-53,-180
STARLINK-32814,3,-90,-17
,1,-40,-180
STARLINK-32849,5,-90,132
,1,-82,-180
STARLINK-32833,2,-90,-105
,1,-90,-180
STARLINK-32793,4,-90,152
,1,73,-180
STARLINK-32834,5,-90,-40
,1,35,-180
QZS-6 (MICHIBIKI-6),1,-90,168
,1,60,-180
STARLINK-11371 [DTC],5,-90,39
,1,-20,-180
STARLINK-11352 [DTC],4,-90,-21
,1,-51,-180
STARLINK-11382 [DTC],1,-90,70
,1,-42,-180
STARLINK-11432 [DTC],4,-90,68
,1,50,-180
STARLINK-11419 [DTC],4,-90,-137
,1,62,-180
STARLINK-11437 [DTC],3,-90,-139
,1,-39,-180
STARLINK-11442 [DTC],3,-90,-95
,1,-88,-180
STARLINK-11365 [DTC],1,-90,100
,1,-40,-180
STARLINK-11436 [DTC],3,-90,-164
,1,-21,-180
STARLINK-11438 [DTC],3,-90,1
,1,-35,-180
STARLINK-11391 [DTC],3,-90,99
,1,65,-180
STARLINK-11431 [DTC],5,-90,82
,1,-19,-180
STARLINK-11435 [DTC],5,-90,-40
,1,-21,-180
STARLINK-32878,3,-90,80
,1,23,-180
STARLINK-32892,1,-90,-7
,1,-7,-180
STARLINK-32909,3,-90,41
,1,37,-180
STARLINK-32901,4,-90,161
,1,54,-180
STARLINK-32890,1,-90,55
,1,1,-180
STARLINK-32893,2,-90,0
,1,-22,-180
STARLINK-32902,2,-90,-129
,1,37,-180
STARLINK-32661,4,-90,63
,1,-80,-180
LEGION 5,2,-90,-159
,1,-35,-180
LEGION 6,5,-90,151
,1,-17,-180
COSMOS 2581,4,-90,119
,1,-52,-180
COSMOS 2582,2,-90,28
,1,-35,-180
COSMOS 2583,4,-90,61
,1,-37,-180
STARLINK-11552 [DTC],4,-90,-174
,1,40,-180
STARLINK-11561 [DTC],3,-90,-58
,1,39,-180
STARLINK-11567 [DTC],2,-90,172
,1,-4,-180
STARLINK-11569 [DTC],5,-90,-149
,1,-17,-180
STARLINK-11537 [DTC],3,-90,-53
,1,87,-180
STARLINK-11565 [DTC],4,-90,40
,1,-58,-180
STARLINK-11564 [DTC],3,-90,10
,1,-82,-180
STARLINK-11566 [DTC],3,-90,134
,1,-80,-180
STARLINK-11555 [DTC],3,-90,117
,1,33,-180
STARLINK-11430 [DTC],2,-90,151
,1,-22,-180
STARLINK-11560 [DTC],2,-90,107
,1,-12,-180
STARLINK-11562 [DTC],1,-90,-54
,1,-90,-180
STARLINK-11457 [DTC],5,-90,86
,1,-69,-180
STARLINK-32921,4,-90,13
,1,-80,-180
STARLINK-32917,1,-90,-53
,1,-82,-180
STARLINK-32916,2,-90,-1
,1,-75,-180
STARLINK-32905,1,-90,-145
,1,0,-180
STARLINK-32871,1,-90,147
,1,26,-180
STARLINK-32920,1,-90,94
,1,51,-180
STARLINK-32922,1,-90,173
,1,-47,-180
STARLINK-32891,1,-90,4
,1,85,-180
KINEIS-2C,5,-90,-29
,1,-4,-180
KINEIS-2D,2,-90,-154
,1,-21,-180
KINEIS-2E,4,-90,-133
,1,-64,-180
KINEIS-2A,4,-90,-138
,1,88,-180
KINEIS-2B,1,-90,-141
,1,-89,-180
STARLINK-32728,5,-90,34
,1,11,-180
STARLINK-32857,1,-90,-27
,1,40,-180
STARLINK-32850,4,-90,117
,1,-44,-180
STARLINK-32875,3,-90,-31
,1,80,-180
STARLINK-32865,5,-90,-178
,1,88,-180
STARLINK-32884,3,-90,80
,1,-9,-180
STARLINK-32874,4,-90,-107
,1,-71,-180
STARLINK-32880,3,-90,61
,1,58,-180
STARLINK-32815,1,-90,124
,1,19,-180
STARLINK-32879,2,-90,-153
,1,-43,-180
STARLINK-32885,4,-90,-93
,1,70,-180
STARLINK-32896,1,-90,-103
,1,74,-180
STARLINK-32877,3,-90,-3
,1,-69,-180
STARLINK-32889,2,-90,-175
,1,-26,-180
STARLINK-32858,2,-90,-152
,1,-84,-180
STARLINK-32882,5,-90,41
,1,-73,-180
STARLINK-32887,3,-90,73
,1,-38,-180
STARLINK-32836,1,-90,123
,1,-14,-180
STARLINK-32888,3,-90,3
,1,-51,-180
STARLINK-32897,2,-90,0
,1,-17,-180
STARLINK-32863,4,-90,-33
,1,66,-180
STARLINK-32894,1,-90,-110
,1,23,-180
STARLINK-32826,1,-90,178
,1,-4,-180
HULIANWANG DIGUI-11,1,-90,-111
,1,73,-180
HULIANWANG DIGUI-12,2,-90,67
,1,-65,-180
HULIANWANG DIGUI-13,3,-90,118
,1,-35,-180
HULIANWANG DIGUI-14,2,-90,70
,1,44,-180
HULIANWANG DIGUI-15,4,-90,-53
,1,-9,-180
HULIANWANG DIGUI-16,3,-90,-154
,1,58,-180
HULIANWANG DIGUI-17,3,-90,134
,1,35,-180
HULIANWANG DIGUI-18,5,-90,-141
,1,-52,-180
HULIANWANG DIGUI-19,5,-90,154
,1,-68,-180
STARLINK-11543 [DTC],1,-90,-107
,1,-44,-180
STARLINK-11458 [DTC],5,-90,-25
,1,47,-180
STARLINK-11417 [DTC],3,-90,29
,1,18,-180
STARLINK-11544 [DTC],3,-90,-141
,1,24,-180
STARLINK-11582 [DTC],2,-90,90
,1,57,-180
STARLINK-11571 [DTC],3,-90,-84
,1,-50,-180
STARLINK-11539 [DTC],3,-90,-136
,1,-15,-180
STARLINK-11542 [DTC],1,-90,-125
,1,77,-180
STARLINK-11573 [DTC],5,-90,-164
,1,-39,-180
STARLINK-11572 [DTC],2,-90,139
,1,-59,-180
STARLINK-11583 [DTC],1,-90,1
,1,-12,-180
STARLINK-11570 [DTC],5,-90,-143
,1,87,-180
STARLINK-11576 [DTC],5,-90,-62
,1,88,-180
STARLINK-32899,3,-90,-40
,1,-80,-180
STARLINK-32819,1,-90,95
,1,3,-180
STARLINK-32703,2,-90,144
,1,57,-180
STARLINK-32881,2,-90,36
,1,46,-180
STARLINK-32898,3,-90,-73
,1,27,-180
STARLINK-32658,2,-90,92
,1,44,-180
STARLINK-32673,3,-90,115
,1,-19,-180
STARLINK-32437,3,-90,-77
,1,80,-180
2025-009DM,3,-90,-93
,1,47,-180
FOSSASAT-2E20 (TAT-O),3,-90,-32
,1,50,-180
2025-009DP,2,-90,-128
,1,63,-180
STARLINK-11448 [DTC],2,-90,-87
,1,9,-180
STARLINK-11553 [DTC],3,-90,-92
,1,35,-180
STARLINK-11526 [DTC],5,-90,152
,1,25,-180
STARLINK-11405 [DTC],5,-90,-3
,1,-45,-180
STARLINK-11586 [DTC],5,-90,-134
,1,-75,-180
STARLINK-11574 [DTC],4,-90,-110
,1,-85,-180
STARLINK-11580 [DTC],1,-90,49
,1,-86,-180
STARLINK-11449 [DTC],5,-90,104
,1,46,-180
STARLINK-11577 [DTC],2,-90,63
,1,51,-180
STARLINK-11578 [DTC],4,-90,151
,1,41,-180
STARLINK-11541 [DTC],1,-90,38
,1,-16,-180
STARLINK-11545 [DTC],2,-90,-33
,1,47,-180
STARLINK-11400 [DTC],3,-90,147
,1,-90,-180
STARLINK-32870,3,-90,-20
,1,38,-180
STARLINK-32872,5,-90,-53
,1,-53,-180
STARLINK-32677,4,-90,-93
,1,-42,-180
STARLINK-32929,2,-90,94
,1,48,-180
STARLINK-32944,3,-90,-84
,1,-45,-180
STARLINK-32943,5,-90,-96
,1,-82,-180
STARLINK-32803,1,-90,-81
,1,55,-180
STARLINK-32926,3,-90,-50
,1,55,-180
GLOBAL-31,5,-90,-110
,1,-40,-180
STARLINK-32798,4,-90,32
,1,-5,-180
STARLINK-32779,5,-90,-32
,1,-9,-180
STARLINK-32716,1,-90,-145
,1,-80,-180
STARLINK-32776,2,-90,-76
,1,-76,-180
STARLINK-32772,3,-90,6
,1,-42,-180
STARLINK-32830,3,-90,-3
,1,61,-180
STARLINK-32801,5,-90,23
,1,-32,-180
STARLINK-32818,4,-90,-179
,1,41,-180
STARLINK-32810,5,-90,-1
,1,39,-180
STARLINK-32812,1,-90,23
,1,80,-180
STARLINK-32811,1,-90,39
,1,35,-180
STARLINK-32832,5,-90,48
,1,-44,-180
STARLINK-32820,3,-90,103
,1,89,-180
STARLINK-32795,2,-90,-170
,1,-17,-180
STARLINK-32827,5,-90,-126
,1,12,-180
STARLINK-32735,5,-90,87
,1,18,-180
STARLINK-32828,2,-90,-108
,1,-31,-180
STARLINK-32738,5,-90,-169
,1,51,-180
STARLINK-32590,1,-90,126
,1,76,-180
STARLINK-32790,4,-90,127
,1,-75,-180
STARLINK-32829,5,-90,-169
,1,75,-180
STARLINK-32816,1,-90,124
,1,23,-180
STARLINK-32835,1,-90,-88
,1,-10,-180
STARLINK-11550 [DTC],5,-90,-122
,1,-51,-180
STARLINK-11563 [DTC],3,-90,61
,1,18,-180
STARLINK-11347 [DTC],5,-90,-7
,1,21,-180
STARLINK-11558 [DTC],2,-90,-72
,1,-14,-180
STARLINK-11392 [DTC],4,-90,61
,1,-71,-180
STARLINK-11406 [DTC],4,-90,164
,1,29,-180
STARLINK-11418 [DTC],3,-90,79
,1,13,-180
STARLINK-11509 [DTC],3,-90,10
,1,-12,-180
STARLINK-11403 [DTC],2,-90,157
,1,70,-180
STARLINK-11409 [DTC],4,-90,124
,1,-42,-180
STARLINK-11412 [DTC],5,-90,104
,1,-55,-180
STARLINK-11399 [DTC],5,-90,74
,1,60,-180
STARLINK-11408 [DTC],1,-90,-53
,1,23,-180
STARLINK-33635,5,-90,142
,1,-26,-180
STARLINK-33622,4,-90,-81
,1,55,-180
STARLINK-33628,2,-90,-149
,1,-71,-180
STARLINK-33627,5,-90,-130
,1,40,-180
STARLINK-33620,1,-90,39
,1,7,-180
STARLINK-33604,1,-90,117
,1,85,-180
STARLINK-33624,5,-90,29
,1,36,-180
STARLINK-33623,4,-90,131
,1,69,-180
STARLINK-33586,3,-90,40
,1,77,-180
STARLINK-33605,3,-90,-11
,1,-44,-180
ZHONGXING-10R,3,-90,111
,1,69,-180
STARLINK-32839,1,-90,-20
,1,-74,-180
STARLINK-32821,1,-90,-114
,1,-14,-180
STARLINK-32817,4,-90,-5
,1,-78,-180
STARLINK-32906,2,-90,37
,1,-69,-180
STARLINK-32895,5,-90,95
,1,-34,-180
STARLINK-32933,3,-90,98
,1,15,-180
STARLINK-32932,4,-90,156
,1,65,-180
STARLINK-32908,1,-90,-20
,1,-74,-180
STARLINK-32505,4,-90,-53
,1,72,-180
STARLINK-32914,1,-90,130
,1,16,-180
STARLINK-32918,5,-90,1
,1,-55,-180
STARLINK-32912,5,-90,-10
,1,12,-180
STARLINK-32910,1,-90,-85
,1,83,-180
STARLINK-32903,3,-90,-180
,1,83,-180
STARLINK-32925,2,-90,11
,1,-56,-180
STARLINK-32924,2,-90,50
,1,64,-180
STARLINK-32900,3,-90,-12
,1,-60,-180
STARLINK-32927,2,-90,130
,1,-86,-180
STARLINK-32907,4,-90,123
,1,72,-180
STARLINK-32911,5,-90,92
,1,-24,-180
STARLINK-32923,1,-90,18
,1,-39,-180
STARLINK-32913,4,-90,146
,1,-62,-180
STARLINK-11629 [DTC],5,-90,-146
,1,5,-180
STARLINK-11624 [DTC],3,-90,-147
,1,11,-180
STARLINK-11584 [DTC],5,-90,34
,1,-70,-180
STARLINK-11627 [DTC],1,-90,-177
,1,65,-180
STARLINK-11632 [DTC],1,-90,-33
,1,-47,-180
STARLINK-11625 [DTC],2,-90,-149
,1,-49,-180
STARLINK-11601 [DTC],4,-90,30
,1,14,-180
STARLINK-11630 [DTC],5,-90,-151
,1,40,-180
STARLINK-11590 [DTC],4,-90,36
,1,49,-180
STARLINK-11598 [DTC],4,-90,-78
,1,40,-180
STARLINK-11600 [DTC],3,-90,-60
,1,69,-180
STARLINK-11597 [DTC],4,-90,4
,1,-24,-180
STARLINK-11591 [DTC],3,-90,172
,1,69,-180
STARLINK-32955,5,-90,-130
,1,47,-180
STARLINK-32945,3,-90,-19
,1,67,-180
STARLINK-32941,2,-90,-41
,1,87,-180
STARLINK-32942,1,-90,-34
,1,-29,-180
STARLINK-32947,3,-90,77
,1,35,-180
STARLINK-32961,3,-90,-139
,1,72,-180
STARLINK-32948,1,-90,44
,1,69,-180
STARLINK-32957,3,-90,53
,1,-87,-180
SUPERVIEW NEO-1 03,5,-90,-155
,1,-26,-180
SUPERVIEW NEO-1 04,4,-90,19
,1,42,-180
PROGRESS-MS 30,4,-90,116
,1,62,-180
COSMOS 2584 [GLONASS-K2],4,-90,-56
,1,-5,-180
STARLINK-11609 [DTC],1,-90,-39
,1,-35,-180
STARLINK-11604 [DTC],3,-90,150
,1,6,-180
STARLINK-11605 [DTC],3,-90,-158
,1,-50,-180
STARLINK-11610 [DTC],2,-90,-61
,1,-4,-180
STARLINK-11613 [DTC],3,-90,-23
,1,24,-180
STARLINK-11616 [DTC],1,-90,97
,1,-90,-180
STARLINK-11611 [DTC],1,-90,-66
,1,-74,-180
STARLINK-11628 [DTC],4,-90,66
,1,88,-180
STARLINK-11607 [DTC],5,-90,5
,1,-26,-180
STARLINK-11522 [DTC],5,-90,-164
,1,61,-180
STARLINK-11503 [DTC],5,-90,178
,1,-85,-180
STARLINK-11579 [DTC],1,-90,47
,1,5,-180
STARLINK-11581 [DTC],1,-90,-25
,1,-9,-180
STARLINK-32949,5,-90,62
,1,-76,-180
STARLINK-32952,1,-90,32
,1,37,-180
STARLINK-32936,3,-90,-125
,1,-63,-180
STARLINK-32937,1,-90,26
,1,-86,-180
STARLINK-32939,4,-90,55
,1,-78,-180
STARLINK-32919,3,-90,-126
,1,37,-180
STARLINK-32876,4,-90,39
,1,34,-180
STARLINK-32915,4,-90,-15
,1,39,-180
SEDNA-2,1,-90,12
,1,-26,-180
TJS-15,1,-90,-105
,1,72,-180
QIANFAN-73,3,-90,15
,1,-54,-180
QIANFAN-74,3,-90,143
,1,-15,-180
QIANFAN-75,3,-90,-126
,1,-28,-180
QIANFAN-76,2,-90,175
,1,60,-180
QIANFAN-77,1,-90,-39
,1,88,-180
QIANFAN-78,2,-90,-161
,1,6,-180
QIANFAN-79,5,-90,-154
,1,-47,-180
QIANFAN-80,3,-90,-110
,1,81,-180
QIANFAN-81,1,-90,-19
,1,-70,-180
QIANFAN-82,1,-90,88
,1,67,-180
QIANFAN-83,3,-90,-129
,1,63,-180
QIANFAN-84,1,-90,-37
,1,-46,-180
QIANFAN-85,4,-90,60
,1,-11,-180
QIANFAN-86,4,-90,16
,1,56,-180
QIANFAN-87,4,-90,-153
,1,12,-180
QIANFAN-88,4,-90,-123
,1,78,-180
QIANFAN-89,5,-90,38
,1,-41,-180
QIANFAN-90,1,-90,65
,1,-36,-180
PUNCH-NFI (SMEX 15A),3,-90,120
,1,65,-180
PUNCH-WFI 1 (SMEX 15B),2,-90,22
,1,76,-180
PUNCH-WFI 3 (SMEX 15D),3,-90,-148
,1,74,-180
PUNCH-WFI 2 (SMEX 15C),3,-90,-102
,1,23,-180
SPHEREX (MIDEX 9),3,-90,-90
,1,-68,-180
STARLINK-11602 [DTC],5,-90,105
,1,-88,-180
STARLINK-11617 [DTC],1,-90,171
,1,55,-180
STARLINK-11618 [DTC],2,-90,-112
,1,-66,-180
STARLINK-11646 [DTC],1,-90,-40
,1,8,-180
STARLINK-11622 [DTC],3,-90,-20
,1,3,-180
STARLINK-11642 [DTC],2,-90,-139
,1,0,-180
STARLINK-11639 [DTC],2,-90,42
,1,58,-180
STARLINK-11637 [DTC],2,-90,-30
,1,-82,-180
STARLINK-11647 [DTC],3,-90,-24
,1,-13,-180
STARLINK-11643 [DTC],5,-90,6
,1,-37,-180
STARLINK-11635 [DTC],5,-90,30
,1,41,-180
STARLINK-11636 [DTC],1,-90,167
,1,-2,-180
STARLINK-11631 [DTC],3,-90,-3
,1,-48,-180
STARLINK-32946,4,-90,-14
,1,20,-180
STARLINK-32960,3,-90,42
,1,-70,-180
STARLINK-32904,5,-90,-163
,1,-31,-180
STARLINK-32931,4,-90,-40
,1,65,-180
STARLINK-32934,4,-90,162
,1,52,-180
STARLINK-32938,4,-90,5
,1,88,-180
STARLINK-32935,4,-90,23
,1,-47,-180
STARLINK-32930,3,-90,71
,1,74,-180
CREW DRAGON 10,4,-90,-141
,1,-6,-180
QPS-SAR-9 (SUSANOO-I),4,-90,61
,1,33,-180
2025-051A,3,-90,-152
,1,56,-180
2025-051B,3,-90,-174
,1,-62,-180
JINJUSAT-1B,5,-90,-167
,1,-27,-180
NUSHSAT1,2,-90,99
,1,-4,-180
IOD-1,4,-90,128
,1,63,-180
2025-052D,1,-90,-98
,1,18,-180
2025-052E,1,-90,101
,1,3,-180
2025-052F,5,-90,-78
,1,43,-180
BOTSAT-1,1,-90,171
,1,-21,-180
2025-052H,3,-90,43
,1,-26,-180
2025-052J,1,-90,-101
,1,25,-180
2025-052K,4,-90,-124
,1,-64,-180
AEROCUBE 18A,2,-90,149
,1,-25,-180
2025-052M,5,-90,128
,1,10,-180
AEROCUBE 18B,3,-90,131
,1,-22,-180
DROID.002,2,-90,77
,1,67,-180
TOMORROW-S6,4,-90,-171
,1,-46,-180
2025-052S,5,-90,-70
,1,22,-180
CLARITY-1,1,-90,110
,1,58,-180
2025-052U,1,-90,-152
,1,-34,-180
2025-052V,1,-90,118
,1,73,-180
ION SCV-017,3,-90,-54
,1,-14,-180
M-SEL/CORTEZ,2,-90,-81
,1,-56,-180
SPHINX/FRAZIER,2,-90,174
,1,-30,-180
LIZZIESAT-3 (LS-3),2,-90,54
,1,-15,-180
TOMORROW-S5,1,-90,117
,1,-25,-180
OTP-2,1,-90,54
,1,33,-180
ORBASTRO-TR5,5,-90,125
,1,77,-180
2025-052AD,1,-90,14
,1,30,-180
2025-052AE,5,-90,129
,1,-47,-180
2025-052AF,5,-90,-88
,1,-65,-180
AL MUNTHER,5,-90,-65
,1,-6,-180
2025-052AH,3,-90,37
,1,-8,-180
HERMES-1,3,-90,-77
,1,64,-180
HERMES-2,5,-90,139
,1,-12,-180
PANDORE,1,-90,64
,1,6,-180
BUCCANEER MM,3,-90,-13
,1,56,-180
LEMUR-2-LEIA-PHILIP,2,-90,171
,1,-40,-180
EZIE-A,5,-90,78
,1,44,-180
LEMUR-2-LIA-MARTIN,4,-90,87
,1,85,-180
EZIE-C,5,-90,-13
,1,-36,-180
EZIE-B,5,-90,118
,1,75,-180
UVSQ-SAT NG,2,-90,-66
,1,86,-180
ARVAKER-1,1,-90,-6
,1,-90,-180
ICEYE-X48,4,-90,-114
,1,-79,-180
YAM-8,2,-90,-98
,1,13,-180
ICEYE-X50,4,-90,69
,1,-83,-180
FIRESAT 0 (MUSAT 4),2,-90,-113
,1,40,-180
ICEYE-X51,5,-90,-139
,1,74,-180
ICEYE-X46,5,-90,14
,1,-78,-180
LEMUR-2-DELOITTE-1,3,-90,-75
,1,-65,-180
2025-052BC,1,-90,-49
,1,-17,-180
LEMUR-2-EMERSONROSE,3,-90,-59
,1,-62,-180
LEMUR-2-MARACHE-FRAN,1,-90,-89
,1,-34,-180
SOAP,4,-90,-20
,1,47,-180
LEMUR-2-THEFALCONER,3,-90,32
,1,10,-180
STARLINK-11654 [DTC],2,-90,-18
,1,-38,-180
STARLINK-11659 [DTC],3,-90,8
,1,64,-180
STARLINK-11653 [DTC],1,-90,-44
,1,13,-180
STARLINK-11641 [DTC],4,-90,-147
,1,-33,-180
STARLINK-11638 [DTC],1,-90,-124
,1,32,-180
STARLINK-11614 [DTC],2,-90,80
,1,33,-180
STARLINK-11620 [DTC],4,-90,-65
,1,-43,-180
STARLINK-11619 [DTC],5,-90,-156
,1,-21,-180
STARLINK-11621 [DTC],2,-90,178
,1,58,-180
STARLINK-11615 [DTC],4,-90,26
,1,-46,-180
STARLINK-11608 [DTC],5,-90,-156
,1,-82,-180
STARLINK-11623 [DTC],5,-90,148
,1,1,-180
STARLINK-11612 [DTC],1,-90,-154
,1,-49,-180
STARLINK-33660,1,-90,9
,1,9,-180
STARLINK-33611,1,-90,125
,1,33,-180
STARLINK-33646,1,-90,118
,1,-61,-180
STARLINK-33665,1,-90,6
,1,-72,-180
STARLINK-33603,1,-90,-97
,1,-44,-180
STARLINK-33669,1,-90,-33
,1,59,-180
STARLINK-33673,3,-90,35
,1,-13,-180
STARLINK-33662,1,-90,-112
,1,67,-180
STARLINK-33613,4,-90,162
,1,-50,-180
STARLINK-33680,4,-90,176
,1,-47,-180
COSMOS 2585,5,-90,-174
,1,-67,-180
COSMOS 2586,4,-90,122
,1,9,-180
COSMOS 2587,4,-90,-20
,1,46,-180
2025-055A,3,-90,-135
,1,-83,-180
2025-055B,4,-90,123
,1,26,-180
2025-055C,2,-90,41
,1,69,-180
2025-055D,2,-90,-31
,1,-38,-180
2025-055E,1,-90,24
,1,21,-180
2025-055F,4,-90,-129
,1,30,-180
2025-055G,1,-90,14
,1,-82,-180
2025-055H,2,-90,-30
,1,87,-180
KINEIS-4E,3,-90,161
,1,-72,-180
KINEIS-4C,4,-90,-62
,1,-2,-180
KINEIS-4D,1,-90,45
,1,-15,-180
KINEIS-4A,4,-90,88
,1,-84,-180
KINEIS-4B,4,-90,51
,1,54,-180
STARLINK-11568 [DTC],4,-90,-19
,1,75,-180
STARLINK-11575 [DTC],2,-90,-73
,1,73,-180
STARLINK-11585 [DTC],3,-90,-57
,1,17,-180
STARLINK-11587 [DTC],5,-90,39
,1,-80,-180
STARLINK-11589 [DTC],5,-90,139
,1,-73,-180
STARLINK-11650 [DTC],5,-90,-135
,1,73,-180
STARLINK-11648 [DTC],4,-90,62
,1,-27,-180
STARLINK-11640 [DTC],2,-90,-134
,1,-47,-180
STARLINK-11652 [DTC],3,-90,-146
,1,21,-180
STARLINK-11645 [DTC],4,-90,13
,1,-6,-180
STARLINK-11633 [DTC],3,-90,157
,1,68,-180
STARLINK-11593 [DTC],2,-90,-87
,1,47,-180
STARLINK-11588 [DTC],5,-90,-95
,1,-45,-180
STARLINK-33671,1,-90,99
,1,8,-180
STARLINK-33650,3,-90,-68
,1,18,-180
STARLINK-33689,3,-90,-37
,1,46,-180
STARLINK-33607,3,-90,153
,1,6,-180
STARLINK-33619,3,-90,-89
,1,22,-180
STARLINK-33612,2,-90,-151
,1,-77,-180
STARLINK-33672,1,-90,153
,1,52,-180
STARLINK-33625,4,-90,93
,1,-84,-180
STARLINK-33699,4,-90,-17
,1,-21,-180
STARLINK-33674,2,-90,43
,1,-63,-180
YUNYAO-1 43,3,-90,140
,1,-18,-180
YUNYAO-1 44,4,-90,51
,1,56,-180
YUNYAO-1 45,4,-90,-46
,1,47,-180
YUNYAO-1 46,2,-90,-90
,1,-11,-180
YUNYAO-1 47,1,-90,90
,1,-51,-180
YUNYAO-1 48,4,-90,24
,1,-43,-180
LEMUR-2-UNTITLED-SC,2,-90,153
,1,0,-180
LEMUR-2-ESPERANZA,3,-90,5
,1,-81,-180
LEMUR-2-KREMPEL-BRO2,5,-90,18
,1,-42,-180
LEMUR-2-THERMORAPTOR,1,-90,28
,1,-2,-180
LEMUR-2-NEUROSPICY,5,-90,92
,1,-33,-180
LEMUR-2-TILLINFINITY,3,-90,5
,1,-21,-180
LEMUR-2-KREMPEL-BRO1,5,-90,-86
,1,72,-180
LEMUR-2-LANGER2SPACE,2,-90,-97
,1,-18,-180
TIANLIAN 2-04,3,-90,62
,1,-16,-180
STARLINK-32840,3,-90,-99
,1,-9,-180
STARLINK-32543,3,-90,33
,1,34,-180
STARLINK-33741,3,-90,-52
,1,13,-180
STARLINK-33742,3,-90,-59
,1,-74,-180
STARLINK-33734,2,-90,-45
,1,-66,-180
STARLINK-33578,3,-90,-98
,1,-53,-180
STARLINK-33626,4,-90,-92
,1,-41,-180
STARLINK-33657,1,-90,-37
,1,47,-180
STARLINK-33648,4,-90,96
,1,-37,-180
STARLINK-33614,2,-90,58
,1,41,-180
STARLINK-33617,3,-90,-36
,1,-12,-180
STARLINK-33618,3,-90,-141
,1,-62,-180
STARLINK-33621,4,-90,10
,1,53,-180
STARLINK-33539,3,-90,-56
,1,-61,-180
STARLINK-33634,2,-90,-91
,1,45,-180
STARLINK-33640,5,-90,125
,1,7,-180
STARLINK-33636,1,-90,-103
,1,-2,-180
STARLINK-33653,1,-90,37
,1,23,-180
STARLINK-33643,5,-90,88
,1,76,-180
STARLINK-33633,1,-90,168
,1,-78,-180
STARLINK-33748,3,-90,-57
,1,-7,-180
STARLINK-33658,5,-90,76
,1,-70,-180
STARLINK-33616,1,-90,62
,1,-12,-180
STARLINK-33571,4,-90,93
,1,32,-180
STARLINK-33533,5,-90,-147
,1,-45,-180
STARLINK-33629,4,-90,98
,1,43,-180
STARLINK-33656,5,-90,-27
,1,29,-180
LEMUR-2-BALTO,5,-90,1
,1,-27,-180
TJS-16,5,-90,-24
,1,24,-180
STARLINK-33531,1,-90,-180
,1,-62,-180
STARLINK-33652,2,-90,-174
,1,-86,-180
STARLINK-33707,3,-90,-72
,1,78,-180
STARLINK-33668,1,-90,-172
,1,5,-180
STARLINK-33676,4,-90,11
,1,-86,-180
STARLINK-33711,1,-90,-35
,1,2,-180
STARLINK-33708,3,-90,-11
,1,14,-180
STARLINK-33690,4,-90,126
,1,65,-180
STARLINK-33694,2,-90,-153
,1,-69,-180
STARLINK-33692,5,-90,-179
,1,53,-180
STARLINK-33693,4,-90,-118
,1,20,-180
STARLINK-33677,4,-90,35
,1,-10,-180
STARLINK-33647,5,-90,168
,1,-74,-180
STARLINK-33645,4,-90,131
,1,-8,-180
STARLINK-33670,4,-90,120
,1,82,-180
STARLINK-33644,5,-90,11
,1,-82,-180
STARLINK-33664,1,-90,-61
,1,-75,-180
STARLINK-33649,5,-90,-130
,1,9,-180
STARLINK-33535,2,-90,-121
,1,-61,-180
STARLINK-33703,2,-90,136
,1,-15,-180
STARLINK-33709,2,-90,171
,1,-22,-180
STARLINK-33698,1,-90,-125
,1,-13,-180
STARLINK-33606,2,-90,-125
,1,42,-180
STARLINK-33686,1,-90,80
,1,33,-180
STARLINK-33675,3,-90,168
,1,-32,-180
STARLINK-33655,2,-90,-48
,1,-34,-180
STARLINK-33608,5,-90,89
,1,0,-180
STARLINK-33615,5,-90,7
,1,49,-180
2025-067A,1,-90,-135
,1,79,-180
2025-067B,3,-90,15
,1,78,-180
2025-067C,3,-90,89
,1,7,-180
2025-067D,5,-90,-179
,1,-14,-180
TIANPING-3A 02,4,-90,-71
,1,-45,-180
STARLINK-33682,1,-90,29
,1,-11,-180
STARLINK-33710,2,-90,154
,1,-39,-180
STARLINK-33733,1,-90,-38
,1,-69,-180
STARLINK-33638,4,-90,146
,1,36,-180
STARLINK-33726,2,-90,-36
,1,-22,-180
STARLINK-33681,3,-90,-128
